ID	coculture_1_0d	coculture_2_0d	coculture_3_0d	coculture_1_9d	coculture_2_9d	coculture_3_9d	coculture_1_70d	coculture_2_70d	coculture_3_70d	coculture_1_450d	coculture_2_450d	coculture_3_450d	coculture_1_720d	coculture_2_720d	coculture_3_720d
Other_Roseobacteraceae	856.645	123.390226	182.8044	1399.5221	822.3235	952.4404	444.96656	1993.00777	577.38265	811.88909	146.72226	316.908162	145.214307	120.881711	89.422995
Other_Salibacteraceae	0	0	0	0	0	0	0.65722	0	1.71779	0	0	0.897709	0	0	0
Other_Sandaracinaceae	0	0	0.019059	0	0.065206	0	1.292861	1.139844	0.384413	7.873641	20.112263	46.8704	107.2126	133.96156	229.58843
Other_Saprospiraceae	0	0	0	0.069672	0	0	0.809671	0.608601	0.222254	0.511016	0.312816	14.241321	0	0.127296	0.143347
Other_Saprospirales	0.236189	0.016126	0.064544	0.508533	0.474616	0.026668	0	0	0.154624	1.30998	0.579482	2.39629	1.08309	0.586107	2.80354
Other_Schleiferiaceae	0.065813	0	0.010482	0.06312	0.073215	0	4.2311	1.036085	3.185584	0	0	2.129735	0	0	0
Other_Sphingomonadaceae	0.048676	0	0	0	0.009582	0	0.8394	1.060591	2.011517	0.249326	0	0	0.59055	0.063266	0.01902
Other_Steroidobacteraceae	0	0	0	0	0	0	0.086675	0.432053	0	0.088044	0.185471	0.208443	0.110939	0.032785	0.099395
Other_Sterolibacteriaceae	0.791445	0.355784	0.100687	0.755835	0.216869	0.782471	0.571135	3.30884	1.362735	3.422413	1.292644	1.730263	0.098312	0.044874	0.096952
Other_Woeseiaceae	0	0	0	0	0	0	0	0	0.045802	25.52762	4.57177	4.730627	39.6252	22.34361	9.775
Other_Xanthobacteraceae	0	0	0	0	0.432469	0.414345	0	0	0	0	2.72713	0.831058	0	0	0
Owenweeksia	0	0	0	0.021469	0.00421	0	0.528298	0.141704	0.514602	0.800005	0.23169	12.234755	0	0.02849	0.032018
Paracoccus	0	0	0	0	0	0	0	0	0	9.167912	3.224433	15.027821	3.463821	12.820481	19.237948
Parahaliea	0	0	0	0	0	0	0	0	0	0.127963	0.033325	0	0.16161	0.111315	0.108119
Parvibaculum	0	0	0.069639	0	0.034891	0	0	0	0.948201	22.683972	14.457679	2.576664	13.473869	15.506641	7.478218
Pedobacter	0	0	0	0	0	0	0	0	0	0.144728	0	9.74583	0.016633	0.053983	0.101814
Pelagerythrobacter	0	0	0	0	0	0	0.258881	0.59206	1.77889	0	0	0	0.493494	0	0
Pelagibacterium	0	0	0	0	0	0	0.207718	0.127499	0	31.425939	5.204136	19.866396	9.109632	13.117644	14.665318
Phaeocystidibacter	0	0	0	0.049513	0.022868	0	1.922552	0.153627	1.506438	0	0	0.871918	0	0	0
Phaeodactylibacter	0	0	0	0	0	0	0.460066	0	0.069291	0	0.091771	0	0	0	0
Phycisphaera	0	0	0	0	0	0	0	0	0.107548	15.72885	20.98721	5.405693	134.4696	139.429	17.34398
Phyllobacterium	0	0	0.042039	0	0.502983	0	0	0	0	0	0	0	0	0	0
Pigmentiphaga	0	0	0	0	0	0	0	0	0	0.864518	0.080041	0.81623	0.349793	0.820921	0.631065
Polycyclovorans	0	0.061956	0.045556	0	0.026699	0	2.696876	0.326579	0.972423	0.460633	0.416825	0.584995	0	0	0.153882
Ponticaulis	0	0	0	0	0	0	0	0	0	3.45494	0.94193	2.21243	0.352261	0.203688	0.782819
Prolixibacter	0	0	0.010509	0	0	0.030574	0	0	0	0	12.648	4.63484	0	0.635708	1.37464
Pseudoalteromonas	0	0	0.039087	0	0	0	0	0	0.352971	0	0.597763	0	0	0	0
Pseudomonas	0	0	0	0	0.17033	0	0	0	0	0	0	0.922538	0	0	0
Pseudonocardia	0	0	0	0	0	0	1.76162	0	0	0	0.160304	0	0	0	0
Pseudooceanicola	0	0	0	0	0	0	0	0	0	0.601252	1.726799	1.02963	0	3.254701	0.083113
Pukyongiella	0	0	0	0	0	0	0	0	0	3.09518	0	1.85036	0.073153	0.0781	0
Putridiphycobacter	0	0	0	0	0.006953	0	0.474102	0.39341	0.4007	0	0	0.364429	0	0	0
Qipengyuania	0.111663	0	0	0.019042	0.007375	0	0.836745	1.782532	2.176135	1.428929	0	0.55853	0.786306	0.167324	0
Rhizobium/Agrobacteriumgroup	0	0	0	0	0	0	0	0	0	0	0.307236	0.566479	0	0.253044	0
Rhodobium	0	0	0	0	0	0	0	0	0	0.608874	0	0	0.825109	0.019457	0
Rhodoligotrophos	0	0	0	0	0	0	0	0	0	0	0.261882	0	0	0	0.164929
Rhodovulum	0	0	0	0	0	0	0.052518	0	0	1.20749	0.166204	1.50043	0.50004	0.480651	1.94641
Robertkochia	13.2417	1.81131	2.31709	6.22848	2.01811	1.2934	0.354517	0.625141	0.547113	1.47424	0.280795	0	2.12356	1.06152	0.807408
Roseibacterium	0	0	0	0	0	0	0	0	0	0.460012	0.198282	1.7177	1.37521	5.89254	7.89253
Roseibium	0	0	0	0	0	0	0.433558	0	0.270038	4.149993	5.607271	5.962643	0.146796	0.41907	0.589184
Roseicyclus	0	0	0	0	0	0	0.05105	0	0	2.063686	4.817001	26.74854	22.07293	83.65539	129.99498
Roseitalea	52.45796	7.528745	19.310987	104.275	49.33213	13.342495	131.10015	745.0408	396.2499	339.3344	368.8114	79.65569	812.4676	483.6686	412.3025
Roseivirga	0.061066	0.041959	0.023722	0.313941	0.2626	0.069443	0	0	0	1.28224	0.440034	2.06682	0.806788	0.40419	2.7144
Roseivivax	0	0	0	0	0	0	0	0	0	2.00269	0	0	5.8545	0.084348	0
Roseobacter	3.68403	10.93895	12.39057	34.5421	87.0727	96.3956	184.6969	54.4576	135.1898	49.209304	56.087149	11.83279	1.955441	8.278713	11.213023
Roseovarius	0	0	0.012538	0	0	0	0	0	0	208.916753	8.286059	266.00508	231.250409	332.176089	240.240907
Sagittula	2.747429	0	0.065173	1.222168	0	0	0	0.364456	0	18.092061	6.376547	28.571446	3.483538	4.248786	4.265193
Salipiger	0	0	0	0.027189	0	0	0	0	0	1.566722	0.27316	1.036294	0.284116	0.312675	0.224102
Sediminihaliea	0	0	0	0	0	0	0	0	0	0.338853	0.114573	0	0.339085	0.394163	0.158242
Sinimarinibacterium	0	0.013209	0.015449	0	0	0	0.753533	0	0.346643	0.079979	0.159306	0.101769	0	0.016336	0.018507
Solimonas	0	0	0.015206	0.018701	0	0	3.450712	0	0.36853	0.212296	0.211284	0.15018	0	0.012498	0
Sphingobium	0	0	0	0	0	0	0	0	0	0	1.02001	1.25515	0	0.472653	0.309672
Sphingomonas	0	0	0.014583	0	0	0	0	0	0	0.205034	0	0	0.129283	0.114573	0.187926
Sphingopyxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stagnimonas	0	0	0.013877	0	0	0	0.920639	0	0.589251	0.101134	0.05162	0	0	0	0
Stappia	0	0	0	0	0.009247	0	0	0	0	37.249111	128.674271	109.16215	18.2741	40.060885	23.857745
Sulfitobacter	0	0	0	0	0	0	0	0	0	2.67993	0	0	0	0.23504	0
Tabrizicola	0	0	0	0	0	0	0	0	0	0	0.289613	2.51911	2.03249	7.35032	13.1275
Tenacibaculum	0	0	0.015971	0	0	0	0	0	0	0	24.6643	10.7998	0.027211	0.79281	1.48416
Thauera	0.176227	0.030036	0.017219	0.02257	0.008695	0.254658	0.319157	0.395811	0	0.572505	0.095407	0.451151	0	0.030295	0
Thaumasiovibrio	0.038376	0.010508	0.020755	0.370454	0.279841	0.061643	0	0	0.039682	1.04267	0.374272	1.77443	0.635207	0.542075	2.48647
Tistrella	0	0	0	0	0	0	0.128519	0	0	46.29453	16.342785	405.0128	12.254162	22.693338	27.469441
Wenzhouxiangella	0	0	0	0	0.038117	0	0	0	0	129.7702	4.278268	19.85195	103.9567	19.31351	33.37429
Xanthovirga	0	0	0.007348	0.019192	0	0	0	0	0	0	18.8589	8.19267	0	0.821292	1.61739
Zavarzinia	0	0	0	0	0	0	0	0	0	3.49218	0.091236	0.054774	0.614376	0	0
Zhengella	0	0	0	0	0	0	0	0	0	1.38452	0	0	7.04648	0.433782	0.050882
