ID	coculture_1_0d	coculture_2_0d	coculture_3_0d	coculture_1_9d	coculture_2_9d	coculture_3_9d	coculture_1_70d	coculture_2_70d	coculture_3_70d	coculture_1_450d	coculture_2_450d	coculture_3_450d	coculture_1_720d	coculture_2_720d	coculture_3_720d
Other_Phycisphaerales	0.323401	0	0.010357	0.33995	0.299929	0	0	0	0	62.330574	78.847119	88.496656	298.95948	399.29651	293.4817
Other_Phyllobacteriaceae	10.04209	1.59554	5.100482	24.84273	13.57937	4.037348	35.27555	199.8943	103.0002	78.7805	96.6675	19.33228	197.712	116.1499	100.9308
Other_Planctomycetota	0.085826	0.16424	0.255351	0.177398	0.529426	0.582171	16.0795	7.91855	16.1161	464.42179	558.31386	615.67077	2135.97444	2887.942123	2194.80547
Other_Prolixibacteraceae	0	0	0	0	0	0	0.019865	0	0	0.284262	0.188243	14.70125	0.013815	0.148576	0.316958
Other_proteobacteria	0	0	0	0	0	0	0	0	0	41.122286	4.19728	14.966702	5.424328	3.796701	4.546205
Other_Rhizobiaceae	0	0	0.00996	0	0	0	0.09283	0.114796	0.251033	0.071035	0.110567	1.508668	0.542648	2.01352	5.42237
Other_Rhodobacterales	0	0	0	0	0	0	0	0	0	0.161047	0.442475	5.32249	3.03224	12.95206	18.13461
Other_Rhodobiaceae	0	0	0	0	0	0	0	0	0	1.25222	1.614293	0.21981	1.713375	2.043416	0.864153
Other_Rickettsiales	0	0	0	0	0	0	0.595443	0	0	4.061582	1.438084	183.98324	0.203779	1.366492	2.136569
Other_Roseobacteraceae	362.25404	61.81284	86.53801	648.046	392.3592	430.6558	227.762876	913.62602	243.322908	345.825451	62.835104	114.380771	19.433704	20.327791	16.439013
Other_Sandaracinaceae	0	0.029757	0.035791	0	0.036302	0	0.997525	0.803761	0.077312	4.914296	21.177144	46.85491	104.70769	130.19638	224.57074
Other_Sphingobacteriales	0	0	0	0	0	0	0.032491	0	0	0.148652	0.130077	8.5662	0.011359	0.04922	0.08386
Other_Sphingomonadaceae	0.048676	0	0	0.064778	0.009582	0	1.458824	1.824856	4.89935	0	0	0.135359	1.58461	0.230905	0.072766
Other_Sphingomonadales	0	0	0.031757	0	0	0	0.811386	0.382486	2.26318	0	0	0	0.719738	0.192652	0
Other_Sterolibacteriaceae	0.593343	0.271916	0.113117	0.356916	0.066717	0.137859	0.220811	0.27794	0.494838	2.76953	0.755419	1.164028	0	0.040054	0
Other_Tenuifilaceae	0	0	0	0	0	0	0.024608	0	0	0.299638	0.079191	10.0316	0.034297	0.102239	0.137518
Other_Woeseiaceae	0	0	0	0	0	0	0	0	0	22.9149	1.32406	3.78224	21.9523	4.01701	7.25769
Paracoccus	0	0	0	0	0	0	0	0	0	1.048979	0.603619	4.777473	2.330747	10.989647	18.344615
Parvibaculum	0	0	0.035511	0	0.017028	0	0	0	0.222337	24.520969	13.382612	2.762338	11.760044	13.184851	7.330148
Pedobacter	0	0	0	0	0	0	0	0	0	0.144728	0	9.74583	0.016633	0.053983	0.101814
Pelagibacterium	0	0	0	0	0	0	0.178415	0	0	16.675157	0.367174	19.353569	10.689623	12.998746	11.737904
Phycisphaera	0	0	0	0	0	0	0	0	0	11.87898	14.46233	3.492341	94.7	99.5198	12.18732
Pigmentiphaga	0	0	0	0	0	0	0	0	0	0.864518	0.080041	0.81623	0.349793	0.820921	0.631065
Polycyclovorans	0	0	0.00482	0	0	0	0.351736	0.164877	0.1198	0.100314	0.070857	0.095445	0	0	0.047239
Ponticaulis	0.430557	1.96488	4.8746	10.8397	32.495602	37.0627	79.3749	16.2458	45.021046	34.8746	49.0217	14.47088	1.553663	0.466854	0.694903
Prolixibacter	0	0	0	0	0	0	0	0	0	0.085892	0.067893	10.2944	0.039351	0.117267	0.072733
Pseudaminobacter	0	0	0	0	0	0	0.163606	0.537613	1.37301	0.083634	0.08619	0.077836	0.789169	2.22675	4.91279
Pseudosulfitobacter	0	0	0	0	0	0	0	0	0	2.16383	0.088292	0.161076	0	0.090252	0.200727
Qipengyuania	0.111663	0	0	0.019042	0.007375	0	0.672024	1.17003	1.58125	0.051259	0	0	0.54064	0.089112	0
Reichenbachiella	0	0	0	0	0	0	0	0	0	0.477213	0.255585	24.43759	0.00905	0.160618	0.337672
Rhodocaloribacter	0	0	0	1.27181	0.584331	0	0	0	0	1.39885	0.836243	4.63569	0.560817	0.831799	3.75497
Robiginitomaculum	0	0	0	0.01828	0	0	0	0	0	4.67139	0.877961	2.32302	0.405793	0.305268	0.915459
Roseibacterium	0	0	0	0	0	0	0	0	0	0.6126	2.133552	10.25494	8.76165	31.06008	45.38258
Roseibium	0	0	0	0	0	0	0	0	0	1.509458	0.293602	2.91741	1.43524	6.62632	11.241723
Roseicyclus	0	0	0	0	0.011159	0.026668	0.316665	0	0	3.049431	5.032223	34.98442	27.53671	117.66117	172.77027
Roseihalotalea	0	0	0	0	0	0	0.028957	0	0	0.088245	0.046471	10.4455	0	0.087627	0.112074
Roseinatronobacter	0	0	0	0	0	0	0	0	0	14.5573	0	3.48155	2.50976	0.022793	1.31127
Roseitalea	21.33536	3.382848	8.1701	43.33818	21.53147	6.232395	60.96242	339.5682	177.5475	143.3953	172.1447	35.82408	343.5954	203.6547	174.824
Roseivivax	0	0	0	0	0	0	0	0	0	1.18816	0	0	8.78204	0.55647	0
Roseobacter	1.1249	2.87929	4.66322	13.638	29.7156	33.9806	67.034448	16.0084	39.7561	15.41263	15.91399	2.09102	0.323354	0.289084	0.15128
Roseovarius	38.8568	4.78448	4.65072	43.7971	27.2409	35.6777	11.544401	100.18	32.8127	177.21303	12.590031	207.98138	143.62564	213.7993	137.973866
Sagittula	0	0	0	0	0	0	0	0	0	1.212246	0.259956	1.219855	0.161889	0.192316	0.140475
Salegentibacter	0	0	0	0	0	0	0	0	0	0.254941	0.160493	8.03893	0.023381	0	0.12942
Salipiger	0	0	0	0	0	0	0	0	0	5.48377	0.460924	5.89122	4.0529	5.96561	3.41791
Segetibacter	0	0	0	0	0	0	0	0	0	0.066858	0	9.65287	0	0.09972	0.094122
Sinorhizobium/Ensifergroup	0	0	0	0	0	0	0	0	0	3.89137	0.521128	29.2472	1.18016	1.00946	1.79643
Sphingomonas	0.136035	0.096782	0.025756	0.994801	0.79143	0.321867	0	0	0	2.81103	1.36261	2.66859	1.40529	1.25781	7.02857
Stappia	0	0	0	0	0	0	0.045425	0	0	22.313692	84.37029	68.11824	10.614204	20.726495	10.440795
Sulfitobacter	0	0	0	0	0	0	0	0	0	1.19356	0.154516	0.906107	0.137204	0.129866	0.041973
Thauera	0.240287	0.05552	0.107658	0.299265	0.061283	0.23613	0.156465	2.21756	0.131805	0	0.520029	0.637387	0	0	0
Tistrella	0	0	0.023821	0	0.010591	0	0.049089	0	0	36.6437	14.271161	344.6632	11.16661	19.55141	24.87813
Tranquillimonas	0	0	0	0	0	0	0	0	0	0	0.15563	2.25313	1.61783	6.45777	10.5525
Wenzhouxiangella	0	0	0	0	0.014256	0.001778	0	0	0	103.2305	3.489728	15.96103	86.7111	15.43689	28.7438
Winogradskyella	13.7576	1.79328	2.35137	8.85505	2.07979	1.37102	0.129633	0.241947	0.23472	1.981042	0.291511	11.7388	2.414662	1.127242	0.501881
Xanthovirga	0	0	0.007348	0.019192	0	0	0	0	0	0	18.8589	8.19267	0	0.821292	1.61739
