ID	coculture_1_0d	coculture_2_0d	coculture_3_0d	coculture_1_9d	coculture_2_9d	coculture_3_9d	coculture_1_70d	coculture_2_70d	coculture_3_70d	coculture_1_450d	coculture_2_450d	coculture_3_450d	coculture_1_720d	coculture_2_720d	coculture_3_720d
Thioalkalivibrio	0	0	0	0	0	0.037161	1.375139	0.586476	0.321166	2.13858	0	0	0	0	0
Tistrella	0.186785	0	0.108362	0	0	0	0.67561	0	0	351.174184	135.460052	3289.1383	100.083399	182.372069	226.51208
Tranquillimonas	3.52478	0.329649	1.0684	5.3043	2.05393	0.457378	6.2755	35.3061	18.1373	13.5069	18.3998	5.41826	40.2454	24.7091	22.8486
Tritonibacter	0	0	0	0	0	0	0	0	0	0.148519	0	0	0.378833	0.037098	0
Tropicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0821	0
Urechidicola	0	0	0	0.563084	0.454829	0.070501	0	0	0	1.57886	0.77499	2.66935	0.816103	0.658343	3.61437
Variovorax	0	0	0	0	0	0	0.122096	0	0	2.15684	0.624717	22.244	0.777864	1.16741	1.52705
Vibrio	0	0	1.584829	0	1.730652	0	3.94778	0	2.32093	0	0	0.853443	0	0	0
Wenzhouxiangella	0	0	0	0	0.067805	0	0	0	0	191.6578	6.525278	28.079	156.1152	28.21871	49.62594
Winogradskyella	1.04687	0	0.663795	0.0425	0.131633	0	0.354821	0.046755	1.387077	0	19.0893	6.57415	0	0.889262	1.47196
Xanthobacter	0	0	0	0	0	0	0	0	0	13.1245	0.02922	3.47249	2.25497	0.110993	1.27517
Xanthovirga	0	0	0.007348	0.019192	0	0	0	0	0	0	18.8589	8.19267	0	0.821292	1.61739
Yoonia	30.3327	2.89067	4.20285	39.2869	25.6496	30.6293	9.07451	74.4836	20.1296	57.2341	5.125502	17.98551	5.493028	0.493012	3.015735
Youhaiella	0	0	0	0	0	0	0	0	0	0.118185	0.154309	0	0.135615	0.029365	0.049954
Zavarzinia	0	0	0	0	0	0	0	0	0	11.45338	0.091236	0.054774	0.826621	0	0
Zhengella	0	0	0	0	0	0	0	0	0	1.38452	0	0	7.04648	0.433782	0.050882
Zoogloea	0	0	0	0	0	0	0	0.091127	0	0.565322	0.077471	0.158286	0.277834	0.139069	0.231392
Other_Acidimicrobiaceae	0	0	0	0	0	0	0	1.431641	0	1.356516	0.143519	15.007465	2.540178	0.373339	20.576068
Other_Acidithiobacillaceae	0	0	0	3.083551	0	20.692221	1.786268	7.154869	5.427674	20.881971	4.749439	25.374785	0.825633	1.477914	0.071716
Other_Alcaligenaceae	0.199058	0.248584	0.326468	0	0.050017	0.049977	0	0	0	0.061343	0	1.901459	0.03391	0.558622	0.26355
Other_Anaerolineaceae	0	0	0	0	0	0	0	0	0	0	0	0.689036	0.056753	0.020455	0.531525
Other_Beijerinckiaceae	0	0	0	0	0	0	0	0	0	0	0	0	1.64138	0	0
Other_Burkholderiaceae	0	0	0.301349	0.432963	0	0	0	0.923349	0	0.628282	0	0.535877	0.074281	0	0
Other_CandidatusBostrichicola	0	0	0	0	0	0	0.529804	0	0.173569	0	0	0.620358	0	0	0
Other_CandidatusPromineifilaceae	0	0	0.139084	0	0.129032	0	0	0	0	0	0	0	0	0	0
Other_Chitinophagaceae	0.05788	0	0	0.158637	0.050143	0	1.577204	0.797176	2.585197	0	0	0.430904	0	0	0
Other_Comamonadaceae	0	0	0.349746	0	0	0	0	0	0	10.3256	1.17303	3.25443	1.66833	0.18373	0.726194
Other_Crocinitomicaceae	0	0	0.005159	0	0.005231	0	0	0	0	0	16.2004	6.81593	0.008207	0.667285	1.05339
Other_Cryomorphaceae	0	0	0	0.027393	0.17924	0	4.95509	1.535771	3.997328	0	0	4.448421	0	0	0
Other_Cyclobacteriaceae	872.6869	261.220443	505.152947	1172.385059	1167.737112	602.260666	522.030169	897.46682	956.719662	238.990622	288.43409	507.399191	35.800887	43.684095	37.203676
Other_Cytophagaceae	0	0	0	0	0	0	0	0	0	0.274487	0.086212	7.55386	0.012593	0.027274	0.232142
Other_Demequinaceae	0	0	0	0	0	0	0	0	0	0	0	1.02963	0	0	1.41292
Other_Devosiaceae	0	0	0	0	0	0	0	0	0	70.46969	0.830531	15.09935	8.983493	0.922359	6.123323
Other_Egibacteraceae	0	0	0	0	0	0	0.140778	0.521489	0	1.311013	0.895023	1.90364	0.380042	0.232524	0.446224
Other_environmentalsamples	0	0	0	0	0	0	0	0	0	0	0	1.14709	0.203127	0	0.619534
Other_Erythrobacteraceae	0	0	0	0.031943	0.048744	0	0.226854	0.837832	1.12113	0.059824	114.039071	230.33428	0.945535	20.879937	15.076393
Other_Flammeovirgaceae	0	0	0.076047	0	0.026475	0	1.749925	0	0	10.237566	18.304715	538.67982	0.666944	5.572927	7.752516
Other_Flavobacteriaceae	12.90972	1.975795	2.050754	5.61026	1.7496	0.41394	0.132966	1.711301	0.079957	1.6345	0.678733	12.975829	11.318972	5.441755	29.954132
Other_Geminicoccaceae	0	0	0.019448	0	0.007831	0	0.366922	0.807848	1.444315	16.244569	6.284105	146.927162	7.419887	13.56909	23.02026
Other_Gemmataceae	0	0	0	0	0	0	0	0	0	1.47938	10.1154	3.63916	6.99244	8.29508	13.6674
Other_Halieaceae	0	0	0	0	0	0	0	0	0	0.231619	0.110676	0	0.162704	0.116296	0.256801
Other_Hymenobacteraceae	0	0	0.009592	0	0	0	0	0	0	0	17.6324	6.01313	0	1.01841	1.32621
Other_Hyphomicrobiaceae	0	0	0	0	0	0	0	0	0.095274	1.948891	0.209422	2.64702	6.651139	0.890364	2.058789
Other_Hyphomonadaceae	0.53907	0	0.115057	0.077086	0	0.03164	3.620397	5.850435	4.632334	43.574361	26.492095	20.213808	6.349072	6.103882	10.828966
Other_Ignavibacteriaceae	0	0	0.144226	0.415427	0.559277	0	0	0	0	4.05664	0.367157	5.76354	1.93898	1.85342	6.74027
Other_Ilumatobacteraceae	0	0	0	0	0	0	0.052303	0	0	0.080166	0.165545	9.821107	1.031241	0.078592	8.886758
Other_Maricaulaceae	0	0	0	0.033711	0	0	0.094421	0	0	76.57802	16.884081	35.73747	6.78272	5.075964	17.817044
Other_Marinobacteraceae	5720.809551	9106.59674	7675.194889	498.183391	472.164542	690.327487	6.09053	11.660652	9.885892	0.100608	0.125891	0.359331	0.279036	0	0.451745
Other_Melioribacteraceae	0.167262	0.021745	0.093948	0.760975	0.492373	0.10779	0.026773	0	0	2.68143	1.183603	4.08407	1.193571	1.023355	5.63976
Other_Microbacteriaceae	0	0	0	0.277148	0.549359	0.740564	0	0	0	0	0.250191	0.689468	0	0	0
Other_Microthrixaceae	0	0	0	0	0	0	0	0	0	0	0	0.914863	0.152905	0	1.962782
Other_Moraxellaceae	0	0	0	0	0	0	0	0	0	0	1.86553	0	0	0	0
Other_Nevskiaceae	0	0.007154	0.049535	0.021628	0	0.080467	5.433716	2.08807	2.603729	4.486611	2.047199	2.045641	0.046843	0.212698	0.634444
Other_Nitriliruptoraceae	0	0	0	0	0	0	0.059904	0.147288	0	0.367964	0.141559	0.085304	0.190726	0.068705	0.051665
Other_Nocardioidaceae	0	0	0	0	0	0	0	0.525892	0.12819	0.24264	0.321644	0.989878	0.229505	0.126528	0.302617
Other_Oceanibaculaceae	0	0	0	0	0	0	0	0	0	85.1766	1.117789	0.179113	11.190231	0.424595	0.168285
Other_Other_Acidimicrobiales	0	0	0.013053	0	0	0	0.125699	1.025187	0	0.83073	0.966616	48.620884	7.392159	0.929909	65.777158
Other_Other_Anaerolineales	0	0	0	0	0	0	0	0	0	11.9402	0	3.63786	1.77358	0.085986	1.47933
Other_Other_Bacteroidales	0.966595	0.101843	0.173306	3.687785	2.756691	2.323263	1.695465	0.981527	1.756524	13.9268	3.06293	47.713361	4.841916	4.770701	20.687824
Other_Other_Bifidobacteriales	0	0	0.693478	0	0.870742	0	0	0	0	0	0	0	0	0	0
Other_Other_Bryobacterales	0	0	0	0	0	0	0	0	0	0	0	0.701654	0.065464	0	0.797515
Other_Other_Burkholderiales	0	0	0.058744	0	0	0	1.04636	0	0	0.147388	0.146801	0.266937	0	0	0
Other_Other_CandidatusAccumulibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.360699	0.396113
Other_Other_Caulobacterales	0	0	0	0	0	0	0.05105	0	0	0.782197	0.808487	0	0.053972	0.097286	0.065991
Other_Other_Chitinophagales	0	0	0	0	0.048111	0	0.600538	0	0.635251	0	0	0.333642	0	0	0
Other_Other_Cytophagales	0	0	0	0	0.015572	0	0.621476	0.181204	0.530208	2.217714	0.373504	66.811315	0.014992	0.631027	0.623178
Other_Other_Euzebyales	0.173091	0	0.01148	0	0	0	4.174427	54.494707	1.405864	45.934036	31.568967	46.373048	17.884242	19.717169	16.409935
Other_Other_Flavobacteriales	51.09277	7.453152	10.07857	30.419162	7.493687	4.98808	5.286322	3.157286	4.142241	7.280185	2.254453	8.377015	60.464439	23.00361	137.656196
Other_Other_Frankiales	0	0	0	0	0	0	0.063634	0.159514	0	0.072483	0.154397	0.1385	0.049704	0.035945	0.075166
Other_Other_Hyphomicrobiales	3.6678	4.54738	11.150607	28.198535	65.199412	70.142849	147.151558	91.691441	111.144559	1788.899372	70.817208	444.610394	288.070027	36.006462	193.757868
Other_Other_Ignavibacteriales	0	0	0	0	0	0	0.026717	0	0	0.325492	0.042934	11.2289	0.009318	0.080787	0.091897
Other_Other_Lactobacillales	0.139267	0.024017	0	0.107585	0	0.039769	0.127581	0	0	0.294169	0	0.181377	0	0	0
Other_Other_Lysobacterales	0	0	0	0	0.014275	0	0	0	0	26.2741	1.05858	3.35325	19.5246	3.67383	6.29128
Other_Other_Marinilabiliales	0	0	0	0	0	0	0.492514	0	0.423488	0	0	0.657124	0	0	0
Other_Other_Mycobacteriales	0	0	0	0	0	0	0	0	0	0.208349	0.081926	0.294906	0.047777	0.07762	0.08813
Other_Other_Myxococcales	0.049513	0	0.176177	1.867073	1.497414	1.385363	5.635664	2.706001	1.664111	30.338207	80.615327	178.378929	411.7112	501.73956	874.22707
Other_Other_Nevskiales	0	0	0.005967	0	0	0	0.355498	0.068203	0.049592	0.041651	0.021964	0.118454	0	0.010338	0.011758
Other_Other_Other_Actinomycetota	0.143143	0.013392	0.028711	0.084393	0.032243	0.339729	12.925028	27.291377	27.038538	7.916463	8.068331	64.945649	31.242524	28.197463	109.990983
Other_Other_Other_Alphaproteobacteria	41.40064	3.551165	4.541944	45.347325	26.394102	41.3486	12.749945	106.619189	37.123833	482.233416	85.383445	200.567316	62.74026	61.906511	119.051308
Other_Other_Other_Bacteroidia	0	0	0	0.047522	0	0	1.93121	0.178202	0.521339	0	0	0.821864	0	0	0
Other_Other_Other_Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Other_Other_Other_Flavobacteriia	0	0.013538	0.007788	0.015106	0.203536	0.016546	5.406622	0.851578	4.118803	1.10298	0	2.952156	0.875326	0	0
Other_Other_Other_Gammaproteobacteria	0.797128	0.478309	0.2224	0.261425	0.419918	1.001296	5.368531	1.261232	4.898313	7.136076	3.938014	6.471556	0.505567	0.742511	2.590003
Other_Other_Other_Myxococcota	0.030841	0	0.056051	0.218822	1.888693	4.41141	0.819835	0.899127	0.393132	5.000275	15.583923	29.930896	62.194162	76.978286	133.306386
Other_Other_Other_Other_bacteria	33.277187	9.051252	19.184424	77.616781	67.247432	49.76128	1187.026374	601.368035	1225.155121	143.589053	395.186202	255.711344	172.142313	113.004896	1033.769705
Other_Other_Other_Other_Bacteroidota	0.191449	0.052381	0.369776	1.905187	1.379345	0.557974	22.195107	5.565789	12.432895	3.844247	112.832942	78.010763	2.300813	7.755399	15.168887
Other_Other_Other_Other_proteobacteria	6.559155	2.470852	4.346417	6.506401	4.226322	2.482296	13.094425	56.906496	30.175713	233.024092	69.554028	165.350338	121.871389	97.916844	160.656022
Other_Other_Other_Planctomycetota	0.20903	0.051749	0.206744	0.300711	0.463295	0.646334	14.3023	6.396033	12.0887	1134.31661	1385.19463	1491.57497	5266.734418	7151.292144	5426.83709
Other_Other_Phycisphaerales	2.348294	0.363811	0.890819	1.610963	2.287228	2.293283	70.7923	36.76091	71.3147	113.080735	161.46076	143.602407	578.354849	755.827155	536.22385
Other_Other_Propionibacteriales	0	0	0	0	0	0	0	0.10898	0	0.201972	0.140007	0.252419	0.03093	0.083681	0.2085
Other_Other_Pseudomonadales	0.688775	0	0	0.823742	1.31334	6.32613	0	0	0	0.404536	1.3329	0	0.256549	0.251913	0
Other_Other_Rhodobacterales	0	0	0.010706	0.02824	0	0	0	0	0	13.204343	5.556883	34.226271	24.042801	95.348403	146.283748
Other_Other_Rickettsiales	0	0	0.054416	0	0	0	0.25002	0	0	1.931385	1.375446	96.38677	0.207759	1.371966	1.132807
Other_Other_Saprospirales	0.236189	0.016126	0.064544	0.508533	0.474616	0.026668	0	0	0.154624	1.30998	0.579482	2.39629	1.08309	0.586107	2.80354
Other_Other_Sphingomonadales	0.155855	0	0	0	0	0	2.536194	1.796172	13.171793	2.46523	0.673888	19.9908	3.434005	1.399725	1.05056
Other_Other_Thermoanaerobacterales	0	0	0	0	0	0	0	0	0	0	0	0.285876	0.104111	0.01253	0.768457
Other_Paracoccaceae	50.881452	23.244429	26.648944	808.907261	164.418605	91.80904	217.337739	628.496712	1617.82147	179.176186	52.868067	105.56228	97.767812	79.010304	99.161006
Other_Paraliomyxa	0	0	0	0	0	0	0	0	0	4.13696	0.598542	2.00117	0.212256	0.162257	0.966809
Other_Parvularculaceae	0	0	0	0	0	0	0	0	0	9.094916	1.897435	6.20401	1.783823	5.322519	9.984723
Other_Phycisphaeraceae	0.173623	0.05956	0.195769	0.416269	0.707244	0.919871	19.481525	9.75515	21.6343	23.804487	40.227635	51.167317	111.39615	144.28298	114.534293
Other_Phyllobacteriaceae	99.33858	10.390185	30.033385	154.09196	91.287953	40.550293	171.771023	1030.297941	505.796786	493.926178	487.960069	175.07346	1019.515003	603.011942	574.256671
Other_Polyangiaceae	0	0	0	0	0	0.639446	0	0	0	0	0	0.783164	0.141287	0	1.91612
Other_Propionibacteriaceae	17.1257	1.80416	2.28677	20.7756	13.0661	14.9565	4.94365	41.3944	11.7172	12.8288	3.23677	4.97653	0.426553	0.019223	0.130412
Other_Pseudomonadaceae	0	0	0.049205	0	0.063287	0.064757	0	0.335461	0.247419	0	0.318206	0	0	0	0
Other_Pseudonocardiaceae	0	0	0	0	0	0	0	0	0	6.21939	0	1.995718	2.158732	2.57884	3.02981
Other_Pseudorhodoplanes	3.81469	0.673194	1.86062	6.32753	3.4525	1.53739	10.615	58.0398	31.7926	27.6434	29.2943	8.40852	66.8341	36.0114	30.1123
Other_Rhizobiaceae	0	0	0	0	0	0	0.128867	0.620922	0.194194	7.790542	1.321447	12.30172	3.318455	2.17612	16.89848
Other_Rhodobiaceae	8.043501	26.87739	48.26149	125.3062	277.2656	353.1373	631.6567	157.8912	400.508239	157.512003	144.348201	26.279472	4.325523	4.124249	2.056624
Other_Rhodospirillaceae	0	0	0	0	0	0	0	0	0	5.28399	0	0.076875	0.360982	0.061628	0
Other_Roseobacteraceae	2791.39776	401.004149	589.40702	4556.19456	2826.31842	3108.306702	1409.35019	6670.67253	1957.53649	2573.985432	508.625712	930.946327	287.39842	246.771145	189.935803
Other_Rubricoccaceae	0	0	0	0	0	0	0	0.18431	0	0.2327	0	0	0.053758	0.087023	0.032589
Other_Salibacteraceae	0	0	0	0	0	0	0.65722	0	1.71779	0	0	0.897709	0	0	0
Other_Sandaracinaceae	0	0.048928	0.347534	0	0.218635	0.06126	6.152008	2.29065	1.364312	34.208357	90.142368	209.851868	475.369795	584.123718	998.53953
Other_Saprospiraceae	0	0	0	0.096462	0.010256	0	1.379056	0.608601	0.478797	0.511016	0.312816	14.377172	0	0.127296	0.143347
Other_Schleiferiaceae	0.065813	0	0.010482	0.377595	0.206996	0	19.309371	4.624682	13.532879	0	0	8.287448	0	0	0
Other_Sphingomonadaceae	0.146027	0	0.0101	0	0.009582	0.132704	5.673001	8.008547	9.738802	0.316885	0.366769	0	3.317137	1.144774	0.17318
Other_Spongiibacteraceae	0.181529	0.131799	0.17007	0	0.066846	0.440172	0.175187	0	0	0	0	0	0	0	0
Other_Stappiaceae	0	0	0	0	0	0	0	0	0	12.681139	36.0555	37.03867	4.942123	10.478328	4.399239
Other_Steroidobacteraceae	0	0	0	0.495392	0.333503	0.321861	0.241682	0.432053	0	0.088044	0.471768	0.429948	0.110939	0.032785	0.099395
Other_Sterolibacteriaceae	6.482629	1.733707	1.176066	3.698132	1.031102	6.017887	3.811476	16.370367	6.560857	13.931312	6.615546	10.523891	0.393921	0.149189	0.606502
Other_Sutterellaceae	0	0	0.10459	0.046912	0.017435	0	0	0.204132	0	0	0	0.236514	0	0.129354	0.036253
Other_Tenuifilaceae	0	0	0.01003	0	0	0	0.607807	0.231238	0.674249	0	0	0.535611	0	0	0
Other_Vibrionaceae	0	0	0.207076	0	0.191119	0	0	0	0	0	0	0	0	0	0
Other_Wenzhouxiangellaceae	0	0	0	0	0.013483	0	0	0	0	26.6343	1.29722	3.51976	23.0293	4.6163	7.14632
Other_Woeseiaceae	0	0	0	0	0	0	0	0	0.045802	25.52762	4.57177	4.730627	39.6252	22.34361	9.775
Other_Xanthobacteraceae	0	0	0	0	0.432469	0.414345	0	0	0	1.64268	2.72713	0.831058	0	0	0
